tick,sim_time_s,leader_x,leader_y,leader_speed_kmh,follower_x,follower_y,follower_speed_kmh,distance_m,ttc_s,follower_throttle,follower_steer,follower_brake,collision_detected
20,1.0,577.157,-24.134,30.95,592.487,-23.947,10.09,15.331,-1,0.75,-0.362,0.0,0
21,1.05,576.719,-24.137,32.0,592.344,-23.914,11.1,15.627,-1,0.75,-0.372,0.0,0
22,1.1,576.267,-24.141,32.91,592.189,-23.873,12.02,15.924,-1,0.75,-0.414,0.0,0
23,1.15,575.801,-24.144,33.94,592.022,-23.825,12.96,16.225,-1,0.75,-0.399,0.0,0
24,1.2,575.322,-24.147,34.86,591.846,-23.769,13.83,16.528,-1,0.75,-0.41,0.0,0
25,1.25,574.829,-24.151,35.9,591.66,-23.704,14.66,16.836,-1,0.75,-0.421,0.0,0
26,1.3,574.323,-24.155,36.85,591.465,-23.63,15.48,17.151,-1,0.75,-0.429,0.0,0
27,1.35,573.802,-24.159,37.91,591.262,-23.546,16.3,17.471,-1,0.75,-0.413,0.0,0
28,1.4,573.268,-24.162,38.8,591.051,-23.451,17.1,17.798,-1,0.75,-0.41,0.0,0
29,1.45,572.723,-24.166,39.49,590.833,-23.346,17.9,18.129,-1,0.75,-0.397,0.0,0
30,1.5,572.172,-24.17,39.71,590.607,-23.232,18.71,18.459,-1,0.75,-0.37,0.0,0
31,1.55,571.62,-24.175,39.69,590.375,-23.106,19.37,18.785,-1,0.75,-0.368,0.0,0
32,1.6,571.071,-24.179,39.4,590.141,-22.973,19.58,19.108,-1,0.75,-0.339,0.0,0
33,1.65,570.527,-24.183,39.09,589.908,-22.834,19.73,19.428,-1,0.75,-0.323,0.0,0
34,1.7,569.988,-24.186,38.68,589.672,-22.689,20.34,19.741,-1,0.75,-0.274,0.0,0
35,1.75,569.453,-24.19,38.4,589.43,-22.535,21.19,20.046,-1,0.75,-0.24,0.0,0
36,1.8,568.922,-24.194,38.13,589.177,-22.372,21.95,20.337,-1,0.75,-0.166,0.0,0
37,1.85,568.393,-24.198,38.07,588.917,-22.207,22.36,20.621,-1,0.0,-0.081,0.0,0
38,1.9,567.865,-24.202,38.03,588.651,-22.043,22.6,20.898,-1,0.11,-0.033,0.0,0
39,1.95,567.335,-24.206,38.17,588.382,-21.881,22.66,21.175,-1,0.104,0.004,0.0,0
40,2.0,566.804,-24.21,38.28,588.11,-21.723,22.55,21.451,-1,0.098,0.077,0.0,0
41,2.05,566.271,-24.214,38.48,587.837,-21.574,22.31,21.727,-1,0.091,0.158,0.0,0
42,2.1,565.736,-24.218,38.59,587.563,-21.436,22.01,22.004,-1,0.085,0.198,0.0,0
43,2.15,565.199,-24.222,38.73,587.289,-21.308,21.66,22.282,-1,0.079,0.226,0.0,0
44,2.2,564.661,-24.226,38.73,587.016,-21.191,21.33,22.56,-1,0.095,0.245,0.0,0
45,2.25,564.122,-24.23,38.77,586.743,-21.085,20.96,22.839,-1,0.678,0.269,0.0,0
46,2.3,563.585,-24.234,38.69,586.472,-20.989,20.73,23.116,-1,0.75,0.283,0.0,0
47,2.35,563.047,-24.238,38.67,586.199,-20.904,20.6,23.391,-1,0.75,0.311,0.0,0
48,2.4,562.511,-24.242,38.56,585.924,-20.829,20.72,23.66,-1,0.75,0.315,0.0,0
49,2.45,561.976,-24.246,38.54,585.643,-20.763,20.99,23.922,-1,0.75,0.311,0.0,0
50,2.5,561.441,-24.249,38.46,585.355,-20.706,21.4,24.175,-1,0.75,0.334,0.0,0
51,2.55,560.907,-24.253,38.48,585.059,-20.657,21.87,24.418,-1,0.546,0.324,0.0,0
52,2.6,560.373,-24.257,38.44,584.756,-20.618,22.26,24.653,-1,0.0,0.328,0.0,0
53,2.65,559.839,-24.261,38.49,584.448,-20.588,22.39,24.882,-1,0.052,0.318,0.0,0
54,2.7,559.304,-24.265,38.48,584.139,-20.566,22.42,25.109,-1,0.045,0.29,0.0,0
55,2.75,558.769,-24.269,38.55,583.83,-20.551,22.28,25.335,-1,0.039,0.248,0.0,0
56,2.8,558.234,-24.273,38.53,583.524,-20.543,22.07,25.563,-1,0.035,0.264,0.0,0
57,2.85,557.698,-24.277,38.59,583.221,-20.543,21.77,25.794,-1,0.035,0.249,0.0,0
58,2.9,557.163,-24.281,38.56,582.922,-20.55,21.48,26.028,-1,0.035,0.223,0.0,0
59,2.95,556.627,-24.284,38.6,582.627,-20.562,21.12,26.265,-1,0.413,0.224,0.0,0
60,3.0,556.091,-24.288,38.55,582.337,-20.58,20.89,26.507,-1,0.75,0.196,0.0,0
61,3.05,555.555,-24.292,38.58,582.05,-20.604,20.75,26.75,-1,0.75,0.209,0.0,0
62,3.1,555.02,-24.296,38.53,581.763,-20.632,20.86,26.993,-1,0.75,0.168,0.0,0
63,3.15,554.485,-24.299,38.56,581.473,-20.664,21.12,27.232,-1,0.75,0.13,0.0,0
64,3.2,553.949,-24.303,38.51,581.179,-20.697,21.54,27.467,-1,0.71,0.106,0.0,0
65,3.25,553.414,-24.306,38.55,580.878,-20.732,21.98,27.695,-1,0.067,0.062,0.0,0
66,3.3,552.879,-24.309,38.51,580.572,-20.766,22.23,27.918,-1,0.029,0.042,0.0,0
67,3.35,552.344,-24.312,38.55,580.265,-20.799,22.24,28.141,-1,0.048,0.001,0.0,0
68,3.4,551.809,-24.315,38.51,579.958,-20.829,22.13,28.364,-1,0.042,-0.02,0.0,0
69,3.45,551.274,-24.318,38.56,579.654,-20.856,21.92,28.59,-1,0.036,-0.033,0.0,0
70,3.5,550.739,-24.321,38.52,579.353,-20.879,21.62,28.82,-1,0.03,-0.102,0.0,0
71,3.55,550.203,-24.324,38.57,579.056,-20.898,21.3,29.055,-1,0.027,-0.073,0.0,0
72,3.6,549.668,-24.327,38.53,578.763,-20.913,20.95,29.295,-1,0.541,-0.096,0.0,0
73,3.65,549.132,-24.329,38.57,578.475,-20.925,20.69,29.54,-1,0.75,-0.078,0.0,0
74,3.7,548.597,-24.331,38.53,578.189,-20.936,20.57,29.786,-1,0.75,-0.055,0.0,0
75,3.75,548.061,-24.333,38.57,577.903,-20.945,20.66,30.033,-1,0.75,-0.055,0.0,0
76,3.8,547.526,-24.335,38.52,577.614,-20.953,20.92,30.278,-1,0.75,-0.06,0.0,0
77,3.85,546.991,-24.337,38.56,577.32,-20.959,21.33,30.517,-1,0.75,-0.056,0.0,0
78,3.9,546.456,-24.339,38.52,577.02,-20.965,21.79,30.751,-1,0.335,-0.043,0.0,0
79,3.95,545.92,-24.341,38.56,576.715,-20.968,22.08,30.979,-1,0.0,-0.056,0.0,0
80,4.0,545.385,-24.343,38.52,576.408,-20.971,22.15,31.205,-1,0.054,-0.034,0.0,0
81,4.05,544.85,-24.345,38.56,576.101,-20.974,22.07,31.432,-1,0.048,-0.027,0.0,0
82,4.1,544.315,-24.346,38.52,575.795,-20.975,21.89,31.661,-1,0.042,-0.033,0.0,0
83,4.15,543.779,-24.348,38.56,575.493,-20.976,21.64,31.893,-1,0.037,-0.031,0.0,0
84,4.2,543.244,-24.35,38.52,575.195,-20.976,21.34,32.129,-1,0.033,-0.02,0.0,0
85,4.25,542.709,-24.351,38.56,574.902,-20.976,21.02,32.369,-1,0.466,-0.024,0.0,0
86,4.3,542.174,-24.353,38.52,574.612,-20.976,20.76,32.614,-1,0.75,-0.009,0.0,0
87,4.35,541.638,-24.354,38.56,574.325,-20.974,20.66,32.861,-1,0.75,-0.024,0.0,0
88,4.4,541.103,-24.356,38.52,574.037,-20.974,20.76,33.107,-1,0.75,0.007,0.0,0
89,4.45,540.568,-24.357,38.56,573.747,-20.974,21.03,33.351,-1,0.75,0.01,0.0,0
90,4.5,540.033,-24.358,38.52,573.451,-20.976,21.44,33.589,-1,0.75,0.021,0.0,0
91,4.55,539.497,-24.36,38.56,573.149,-20.98,21.91,33.821,-1,0.17,0.029,0.0,0
92,4.6,538.962,-24.361,38.52,572.843,-20.985,22.19,34.048,-1,0.014,0.028,0.0,0
93,4.65,538.427,-24.362,38.56,572.534,-20.99,22.23,34.273,-1,0.054,0.02,0.0,0
94,4.7,537.892,-24.363,38.52,572.226,-20.996,22.14,34.499,-1,0.048,0.03,0.0,0
95,4.75,537.356,-24.365,38.56,571.92,-21.004,21.95,34.727,-1,0.042,0.031,0.0,0
96,4.8,536.821,-24.366,38.52,571.617,-21.012,21.7,34.957,-1,0.036,0.021,0.0,0
97,4.85,536.286,-24.367,38.56,571.318,-21.02,21.39,35.192,-1,0.031,0.018,0.0,0
98,4.9,535.75,-24.368,38.52,571.024,-21.028,21.07,35.431,-1,0.376,0.008,0.0,0
99,4.95,535.215,-24.369,38.56,570.734,-21.037,20.81,35.675,-1,0.75,0.016,0.0,0
100,5.0,534.68,-24.371,38.52,570.446,-21.046,20.7,35.92,-1,0.75,0.017,0.0,0
101,5.05,534.145,-24.372,38.56,570.158,-21.054,20.79,36.166,-1,0.75,0.001,0.0,0
102,5.1,533.609,-24.373,38.52,569.868,-21.063,21.06,36.409,-1,0.75,-0.002,0.0,0
103,5.15,533.074,-24.374,38.56,569.572,-21.07,21.47,36.647,-1,0.732,-0.013,0.0,0
104,5.2,532.539,-24.376,38.52,569.27,-21.078,21.92,36.879,-1,0.131,-0.013,0.0,0
105,5.25,532.004,-24.377,38.56,568.963,-21.085,22.18,37.106,-1,0.017,-0.003,0.0,0
106,5.3,531.468,-24.378,38.52,568.654,-21.092,22.21,37.331,-1,0.05,-0.003,0.0,0
107,5.35,530.933,-24.379,38.56,568.347,-21.099,22.11,37.557,-1,0.044,-0.005,0.0,0
108,5.4,530.398,-24.38,38.52,568.041,-21.105,21.92,37.786,-1,0.038,-0.023,0.0,0
109,5.45,529.863,-24.381,38.56,567.739,-21.111,21.66,38.017,-1,0.032,-0.004,0.0,0
110,5.5,529.327,-24.383,38.52,567.441,-21.116,21.34,38.253,-1,0.028,-0.018,0.0,0
111,5.55,528.792,-24.384,38.56,567.147,-21.12,21.01,38.494,-1,0.459,-0.011,0.0,0
112,5.6,528.257,-24.385,38.52,566.858,-21.124,20.74,38.738,-1,0.75,-0.017,0.0,0
113,5.65,527.722,-24.386,38.56,566.571,-21.127,20.64,38.986,-1,0.75,-0.013,0.0,0
114,5.7,527.186,-24.388,38.52,566.284,-21.131,20.72,39.233,-1,0.75,-0.016,0.0,0
115,5.75,526.651,-24.389,38.56,565.994,-21.133,20.98,39.477,-1,0.75,-0.008,0.0,0
116,5.8,526.116,-24.39,38.52,565.699,-21.134,21.38,39.717,-1,0.75,-0.049,0.0,0
117,5.85,525.581,-24.391,38.56,565.399,-21.131,21.85,39.951,-1,0.25,-0.065,0.0,0
118,5.9,525.045,-24.393,38.52,565.093,-21.13,22.1,40.18,-1,0.0,0.021,0.0,0
119,5.95,524.51,-24.394,38.56,564.785,-21.129,22.15,40.407,-1,0.052,-0.005,0.0,0
120,6.0,523.975,-24.395,38.52,564.478,-21.13,22.05,40.635,-1,0.047,0.014,0.0,0
121,6.05,523.44,-24.396,38.56,564.174,-21.129,21.86,40.865,-1,0.04,-0.026,0.0,0
122,6.1,522.904,-24.397,38.52,563.872,-21.129,21.6,41.098,-1,0.035,-0.005,0.0,0
123,6.15,522.369,-24.398,38.56,563.575,-21.129,21.29,41.335,-1,0.031,0.035,0.0,0
124,6.2,521.834,-24.4,38.52,563.282,-21.132,20.96,41.577,-1,0.558,0.024,0.0,0
125,6.25,521.299,-24.401,38.56,562.993,-21.135,20.7,41.822,-1,0.75,0.021,0.0,0
126,6.3,520.763,-24.402,38.52,562.707,-21.139,20.59,42.07,-1,0.75,0.018,0.0,0
127,6.35,520.228,-24.403,38.56,562.42,-21.143,20.68,42.318,-1,0.75,0.016,0.0,0
128,6.4,519.693,-24.404,38.52,562.131,-21.148,20.95,42.563,-1,0.75,0.014,0.0,0
129,6.45,519.158,-24.405,38.56,561.837,-21.153,21.36,42.803,-1,0.75,0.022,0.0,0
130,6.5,518.622,-24.407,38.52,561.536,-21.159,21.83,43.037,-1,0.283,0.005,0.0,0
131,6.55,518.087,-24.408,38.56,561.23,-21.162,22.1,43.265,-1,0.0,-0.031,0.0,0
132,6.6,517.552,-24.409,38.52,560.923,-21.165,22.15,43.492,-1,0.056,-0.02,0.0,0
133,6.65,517.017,-24.41,38.56,560.616,-21.168,22.06,43.72,-1,0.05,0.022,0.0,0
134,6.7,516.481,-24.411,38.52,560.311,-21.172,21.88,43.949,-1,0.044,0.011,0.0,0
135,6.75,515.946,-24.412,38.56,560.009,-21.178,21.62,44.182,-1,0.037,0.026,0.0,0
136,6.8,515.411,-24.414,38.52,559.711,-21.185,21.32,44.418,-1,0.033,0.026,0.0,0
137,6.85,514.876,-24.415,38.56,559.418,-21.193,20.99,44.659,-1,0.5,0.035,0.0,0
138,6.9,514.34,-24.416,38.52,559.129,-21.202,20.74,44.904,-1,0.75,0.027,0.0,0
139,6.95,513.805,-24.417,38.56,558.842,-21.211,20.64,45.151,-1,0.75,0.022,0.0,0
140,7.0,513.27,-24.418,38.52,558.555,-21.221,20.73,45.398,-1,0.75,0.014,0.0,0
141,7.05,512.734,-24.42,38.56,558.265,-21.231,21.0,45.642,-1,0.75,0.015,0.0,0
142,7.1,512.199,-24.421,38.52,557.971,-21.241,21.42,45.882,-1,0.75,0.008,0.0,0
143,7.15,511.664,-24.422,38.56,557.669,-21.251,21.89,46.114,-1,0.202,0.007,0.0,0
144,7.2,511.129,-24.423,38.52,557.363,-21.262,22.16,46.342,-1,0.008,0.004,0.0,0
145,7.25,510.594,-24.424,38.56,557.054,-21.272,22.21,46.568,-1,0.055,0.001,0.0,0
146,7.3,510.058,-24.425,38.52,556.747,-21.283,22.12,46.794,-1,0.049,0.002,0.0,0
147,7.35,509.523,-24.427,38.56,556.441,-21.293,21.93,47.023,-1,0.042,0.01,0.0,0
148,7.4,508.988,-24.428,38.52,556.139,-21.304,21.68,47.254,-1,0.036,0.006,0.0,0
149,7.45,508.452,-24.429,38.56,555.841,-21.315,21.37,47.49,-1,0.032,0.011,0.0,0
150,7.5,507.917,-24.43,38.52,555.547,-21.327,21.05,47.731,-1,0.414,0.009,0.0,0
151,7.55,507.382,-24.431,38.56,555.257,-21.338,20.78,47.975,-1,0.75,0.003,0.0,0
152,7.6,506.847,-24.433,38.52,554.97,-21.35,20.68,48.222,-1,0.75,0.013,0.0,0
153,7.65,506.311,-24.434,38.56,554.682,-21.363,20.77,48.468,-1,0.75,0.026,0.0,0
154,7.7,505.776,-24.435,38.52,554.392,-21.377,21.04,48.712,-1,0.75,0.021,0.0,0
155,7.75,505.241,-24.436,38.56,554.097,-21.391,21.45,48.951,-1,0.75,0.007,0.0,0
156,7.8,504.706,-24.437,38.52,553.795,-21.406,21.92,49.183,-1,0.154,0.027,0.0,0
157,7.85,504.17,-24.439,38.56,553.489,-21.422,22.19,49.41,-1,0.014,0.013,0.0,0
158,7.9,503.635,-24.44,38.52,553.18,-21.44,22.24,49.636,-1,0.052,0.024,0.0,0
159,7.95,503.1,-24.441,38.56,552.873,-21.457,22.15,49.862,-1,0.046,0.019,0.0,0
160,8.0,502.565,-24.442,38.52,552.567,-21.475,21.96,50.09,-1,0.04,0.001,0.0,0
161,8.05,502.029,-24.443,38.56,552.265,-21.492,21.7,50.322,-1,0.034,0.014,0.0,0
162,8.1,501.494,-24.444,38.52,551.966,-21.509,21.39,50.557,-1,0.029,-0.0,0.0,0
163,8.15,500.959,-24.446,38.56,551.672,-21.526,21.06,50.798,-1,0.374,0.002,0.0,0
164,8.2,500.424,-24.447,38.52,551.383,-21.542,20.8,51.042,-1,0.75,-0.003,0.0,0
165,8.25,499.888,-24.448,38.56,551.096,-21.559,20.69,51.289,-1,0.75,0.016,0.0,0
166,8.3,499.353,-24.449,38.52,550.808,-21.576,20.78,51.535,-1,0.75,0.004,0.0,0
167,8.35,498.818,-24.45,38.56,550.518,-21.593,21.04,51.779,-1,0.75,-0.003,0.0,0
168,8.4,498.283,-24.452,38.52,550.223,-21.61,21.46,52.018,-1,0.75,-0.002,0.0,0
169,8.45,497.747,-24.453,38.56,549.921,-21.623,21.89,52.251,-1,0.142,-0.164,0.0,0
170,8.5,497.212,-24.454,38.52,549.615,-21.632,22.16,52.479,-1,0.014,-0.067,0.0,0
171,8.55,496.677,-24.455,38.56,549.307,-21.636,22.17,52.705,-1,0.05,-0.126,0.0,0
172,8.6,496.142,-24.456,38.52,549.0,-21.636,22.07,52.933,-1,0.044,-0.089,0.0,0
173,8.65,495.606,-24.457,38.56,548.695,-21.633,21.89,53.164,-1,0.038,-0.092,0.0,0
174,8.7,495.071,-24.459,38.52,548.393,-21.628,21.62,53.397,-1,0.032,-0.081,0.0,0
175,8.75,494.536,-24.46,38.56,548.095,-21.621,21.33,53.635,-1,0.029,-0.075,0.0,0
176,8.8,494.001,-24.461,38.52,547.802,-21.612,20.99,53.877,-1,0.505,-0.063,0.0,0
177,8.85,493.465,-24.462,38.56,547.513,-21.602,20.74,54.123,-1,0.75,-0.054,0.0,0
178,8.9,492.93,-24.463,38.52,547.227,-21.592,20.63,54.372,-1,0.75,-0.052,0.0,0
179,8.95,492.395,-24.465,38.56,546.94,-21.58,20.72,54.621,-1,0.75,-0.035,0.0,0
180,9.0,491.86,-24.466,38.52,546.65,-21.567,20.98,54.867,-1,0.75,-0.041,0.0,0
181,9.05,491.324,-24.467,38.56,546.356,-21.552,21.39,55.109,-1,0.75,-0.04,0.0,0
182,9.1,490.789,-24.468,38.52,546.055,-21.537,21.86,55.344,-1,0.241,-0.038,0.0,0
183,9.15,490.254,-24.469,38.56,545.75,-21.519,22.12,55.574,-1,0.0,-0.042,0.0,0
184,9.2,489.719,-24.47,38.52,545.442,-21.501,22.17,55.803,-1,0.053,-0.022,0.0,0
185,9.25,489.183,-24.472,38.56,545.136,-21.485,22.07,56.032,-1,0.047,0.023,0.0,0
186,9.3,488.648,-24.473,38.52,544.831,-21.473,21.87,56.263,-1,0.041,0.049,0.0,0
187,9.35,488.113,-24.474,38.56,544.53,-21.464,21.6,56.497,-1,0.035,0.066,0.0,0
188,9.4,487.578,-24.475,38.52,544.232,-21.458,21.3,56.735,-1,0.044,0.053,0.0,0
189,9.45,487.042,-24.476,38.56,543.939,-21.453,20.97,56.977,-1,0.544,0.057,0.0,0
190,9.5,486.507,-24.478,38.52,543.65,-21.451,20.72,57.223,-1,0.75,0.053,0.0,0
191,9.55,485.972,-24.479,38.56,543.364,-21.45,20.62,57.472,-1,0.75,0.057,0.0,0
192,9.6,485.437,-24.48,38.52,543.077,-21.451,20.73,57.72,-1,0.75,0.047,0.0,0
193,9.65,484.901,-24.481,38.56,542.787,-21.453,21.0,57.965,-1,0.75,0.062,0.0,0
194,9.7,484.366,-24.482,38.52,542.492,-21.457,21.42,58.204,-1,0.75,0.038,0.0,0
195,9.75,483.831,-24.484,38.56,542.19,-21.461,21.9,58.438,-1,0.197,0.034,0.0,0
196,9.8,483.296,-24.485,38.52,541.883,-21.466,22.18,58.665,-1,0.008,0.027,0.0,0
197,9.85,482.76,-24.486,38.56,541.575,-21.471,22.22,58.892,-1,0.055,0.025,0.0,0
198,9.9,482.225,-24.487,38.52,541.267,-21.478,22.13,59.118,-1,0.049,0.037,0.0,0
199,9.95,481.69,-24.488,38.56,540.961,-21.485,21.94,59.347,-1,0.043,0.018,0.0,0
200,10.0,481.155,-24.489,38.52,540.659,-21.493,21.69,59.579,-1,0.036,0.022,0.0,0
201,10.05,480.619,-24.491,38.56,540.36,-21.501,21.38,59.815,-1,0.032,0.035,0.0,0
202,10.1,480.084,-24.492,38.52,540.066,-21.512,21.06,60.056,-1,0.396,0.041,0.0,0
203,10.15,479.549,-24.493,38.56,539.776,-21.523,20.79,60.3,-1,0.75,0.043,0.0,0
204,10.2,479.014,-24.494,38.52,539.489,-21.535,20.7,60.547,-1,0.75,0.016,0.0,0
205,10.25,478.478,-24.495,38.56,539.201,-21.547,20.78,60.794,-1,0.75,0.021,0.0,0
206,10.3,477.943,-24.497,38.52,538.91,-21.559,21.05,61.038,-1,0.75,0.009,0.0,0
207,10.35,477.408,-24.498,38.56,538.615,-21.573,21.46,61.277,-1,0.741,0.031,0.0,0
208,10.4,476.873,-24.499,38.52,538.313,-21.587,21.93,61.51,-1,0.141,0.011,0.0,0
209,10.45,476.337,-24.5,38.56,538.006,-21.601,22.19,61.737,-1,0.017,0.009,0.0,0
210,10.5,475.802,-24.501,38.52,537.698,-21.616,22.23,61.963,-1,0.052,0.018,0.0,0
211,10.55,475.267,-24.502,38.56,537.39,-21.63,22.14,62.19,-1,0.045,-0.01,0.0,0
212,10.6,474.732,-24.504,38.52,537.085,-21.644,21.94,62.419,-1,0.039,-0.01,0.0,0
213,10.65,474.196,-24.505,38.56,536.782,-21.657,21.68,62.651,-1,0.033,0.014,0.0,0
214,10.7,473.661,-24.506,38.52,536.484,-21.67,21.37,62.887,-1,0.029,-0.016,0.0,0
215,10.75,473.126,-24.507,38.56,536.19,-21.682,21.04,63.128,-1,0.41,-0.001,0.0,0
216,10.8,472.591,-24.508,38.52,535.901,-21.695,20.78,63.373,-1,0.75,0.0,0.0,0
217,10.85,472.055,-24.51,38.56,535.614,-21.708,20.67,63.62,-1,0.75,0.013,0.0,0
218,10.9,471.52,-24.511,38.52,535.326,-21.721,20.75,63.867,-1,0.75,-0.008,0.0,0
219,10.95,470.985,-24.512,38.56,535.036,-21.735,21.01,64.112,-1,0.75,0.041,0.0,0
220,11.0,470.45,-24.513,38.52,534.742,-21.752,21.42,64.352,-1,0.75,0.019,0.0,0
221,11.05,469.914,-24.514,38.56,534.441,-21.769,21.89,64.585,-1,0.195,0.02,0.0,0
222,11.1,469.379,-24.515,38.52,534.135,-21.787,22.16,64.813,-1,0.004,0.018,0.0,0
223,11.15,468.844,-24.517,38.56,533.827,-21.806,22.2,65.04,-1,0.051,0.027,0.0,0
224,11.2,468.309,-24.518,38.52,533.52,-21.821,22.05,65.267,-1,0.045,-0.22,0.0,0
225,11.25,467.773,-24.519,38.56,533.216,-21.826,21.76,65.499,-1,0.039,-0.175,0.0,0
226,11.3,467.238,-24.52,38.52,532.917,-21.823,21.46,65.734,-1,0.033,-0.167,0.0,0
227,11.35,466.703,-24.521,38.56,532.622,-21.813,21.17,65.975,-1,0.343,-0.163,0.0,0
228,11.4,466.167,-24.523,38.52,532.331,-21.799,20.91,66.22,-1,0.75,-0.17,0.0,0
229,11.45,465.632,-24.524,38.56,532.042,-21.78,20.85,66.467,-1,0.75,-0.134,0.0,0
230,11.5,465.097,-24.525,38.52,531.753,-21.76,20.97,66.713,-1,0.75,-0.1,0.0,0
231,11.55,464.562,-24.526,38.56,531.46,-21.736,21.26,66.957,-1,0.75,-0.128,0.0,0
232,11.6,464.026,-24.527,38.52,531.164,-21.707,21.63,67.196,-1,0.49,-0.127,0.0,0
233,11.65,463.491,-24.529,38.56,530.863,-21.672,21.92,67.432,-1,0.0,-0.148,0.0,0
234,11.7,462.956,-24.53,38.52,530.56,-21.638,22.0,67.666,-1,0.049,0.002,0.0,0
235,11.75,462.421,-24.531,38.56,530.256,-21.608,21.94,67.898,-1,0.049,0.017,0.0,0
236,11.8,461.885,-24.532,38.52,529.954,-21.583,21.75,68.132,-1,0.046,0.053,0.0,0
237,11.85,461.35,-24.533,38.56,529.655,-21.56,21.51,68.369,-1,0.04,0.033,0.0,0
238,11.9,460.815,-24.534,38.52,529.359,-21.539,21.23,68.609,-1,0.129,0.035,0.0,0
239,11.95,460.28,-24.535,38.56,529.067,-21.519,20.95,68.853,-1,0.557,0.037,0.0,0
240,12.0,459.744,-24.536,38.52,528.779,-21.501,20.69,69.101,-1,0.0,0.024,1.0,0
241,12.05,459.209,-24.538,38.56,528.495,-21.482,20.37,69.353,-1,0.025,0.018,0.0,0
242,12.1,458.674,-24.539,38.52,528.215,-21.465,20.01,69.609,-1,0.0,0.015,1.0,0
243,12.15,458.139,-24.54,38.56,527.942,-21.448,19.54,69.872,-1,0.0,0.016,1.0,0
244,12.2,457.603,-24.541,38.52,527.686,-21.432,16.93,70.151,-1,0.0,0.019,1.0,0
245,12.25,457.068,-24.542,38.56,527.492,-21.421,12.06,70.493,-1,0.0,0.037,1.0,0
246,12.3,456.533,-24.543,38.52,527.365,-21.415,7.23,70.901,-1,0.0,0.038,1.0,0
247,12.35,455.998,-24.544,38.56,527.305,-21.412,2.45,71.376,-1,0.75,0.046,0.0,0
248,12.4,455.462,-24.545,38.52,527.299,-21.411,0.0,71.905,-1,0.75,0.085,0.0,0
249,12.45,454.927,-24.546,38.56,527.288,-21.411,1.45,72.428,-1,0.75,-0.006,0.0,0
250,12.5,454.392,-24.547,38.52,527.259,-21.41,2.34,72.935,-1,0.75,0.102,0.0,0
251,12.55,453.857,-24.548,38.56,527.218,-21.409,3.36,73.428,-1,0.75,0.074,0.0,0
252,12.6,453.321,-24.549,38.52,527.163,-21.407,4.22,73.909,-1,0.75,0.047,0.0,0
253,12.65,452.786,-24.55,38.56,527.097,-21.406,5.14,74.377,-1,0.75,0.068,0.0,0
254,12.7,452.251,-24.551,38.52,527.017,-21.404,6.1,74.832,-1,0.75,0.071,0.0,0
255,12.75,451.716,-24.552,38.56,526.924,-21.402,7.06,75.274,-1,0.75,0.061,0.0,0
256,12.8,451.18,-24.553,38.52,526.818,-21.4,7.93,75.703,-1,0.75,0.074,0.0,0
257,12.85,450.645,-24.553,38.56,526.7,-21.399,8.84,76.121,-1,0.75,0.068,0.0,0
