tick,sim_time_s,leader_x,leader_y,leader_speed_kmh,follower_x,follower_y,follower_speed_kmh,distance_m,ttc_s,follower_throttle,follower_steer,follower_brake,collision_detected
43,2.15,565.199,-24.222,38.73,576.867,-24.268,30.93,11.669,-1,0.298,0.02,0.0,0
44,2.2,564.661,-24.226,38.73,576.443,-24.287,30.45,11.782,-1,1.0,-0.004,0.0,0
45,2.25,564.122,-24.23,38.77,576.021,-24.305,30.37,11.899,-1,0.82,-0.011,0.0,0
46,2.3,563.585,-24.234,38.69,575.599,-24.323,30.43,12.015,-1,0.923,-0.012,0.0,0
47,2.35,563.047,-24.238,38.67,575.173,-24.34,30.9,12.126,-1,1.0,-0.021,0.0,0
48,2.4,562.511,-24.242,38.56,574.74,-24.355,31.53,12.229,-1,1.0,-0.02,0.0,0
49,2.45,561.976,-24.246,38.54,574.294,-24.369,32.49,12.319,-1,1.0,-0.029,0.0,0
50,2.5,561.441,-24.249,38.46,573.835,-24.382,33.5,12.394,-1,1.0,-0.019,0.0,0
51,2.55,560.907,-24.253,38.48,573.359,-24.394,34.77,12.453,-1,1.0,-0.021,0.0,0
52,2.6,560.373,-24.257,38.44,572.865,-24.405,36.07,12.493,-1,1.0,-0.024,0.0,0
53,2.65,559.839,-24.261,38.49,572.353,-24.414,37.41,12.515,-1,1.0,-0.02,0.0,0
54,2.7,559.304,-24.265,38.48,571.823,-24.422,38.61,12.52,350.918,0.552,-0.017,0.0,0
55,2.75,558.769,-24.269,38.55,571.279,-24.431,39.55,12.511,44.764,0.762,0.007,0.0,0
56,2.8,558.234,-24.273,38.53,570.723,-24.44,40.31,12.49,25.195,0.348,0.002,0.0,0
57,2.85,557.698,-24.277,38.59,570.16,-24.449,40.76,12.462,20.654,0.352,-0.007,0.0,0
58,2.9,557.163,-24.281,38.56,569.592,-24.456,40.96,12.43,18.607,0.355,-0.013,0.0,0
59,2.95,556.627,-24.284,38.6,569.023,-24.462,40.98,12.397,18.715,0.356,-0.015,0.0,0
60,3.0,556.091,-24.288,38.55,568.453,-24.466,40.97,12.364,18.402,0.356,-0.014,0.0,0
61,3.05,555.555,-24.292,38.58,567.885,-24.468,40.86,12.331,19.503,0.356,-0.024,0.0,0
62,3.1,555.02,-24.296,38.53,567.319,-24.467,40.71,12.3,20.287,0.355,-0.044,0.0,0
63,3.15,554.485,-24.299,38.56,566.755,-24.463,40.57,12.271,22.018,0.355,-0.022,0.0,0
64,3.2,553.949,-24.303,38.51,566.193,-24.457,40.4,12.245,23.303,0.354,-0.02,0.0,0
65,3.25,553.414,-24.306,38.55,565.633,-24.449,40.24,12.22,26.006,0.353,-0.015,0.0,0
66,3.3,552.879,-24.309,38.51,565.076,-24.44,40.07,12.197,28.14,0.352,-0.008,0.0,0
67,3.35,552.344,-24.312,38.55,564.521,-24.431,39.92,12.177,31.96,0.47,-0.001,0.0,0
68,3.4,551.809,-24.315,38.51,563.968,-24.423,39.8,12.159,34.064,0.35,0.028,0.0,0
69,3.45,551.274,-24.318,38.56,563.416,-24.419,39.64,12.143,40.346,0.35,0.055,0.0,0
70,3.5,550.739,-24.321,38.52,562.867,-24.422,39.5,12.129,44.793,0.476,0.081,0.0,0
71,3.55,550.203,-24.324,38.57,562.319,-24.429,39.43,12.116,50.502,0.488,0.037,0.0,0
72,3.6,549.668,-24.327,38.53,561.771,-24.438,39.44,12.104,48.021,0.533,0.032,0.0,0
73,3.65,549.132,-24.329,38.57,561.223,-24.45,39.47,12.092,48.186,0.491,0.023,0.0,0
74,3.7,548.597,-24.331,38.53,560.675,-24.464,39.57,12.079,41.656,0.733,0.016,0.0,0
75,3.75,548.061,-24.333,38.57,560.124,-24.477,39.74,12.063,36.976,0.348,-0.027,0.0,0
76,3.8,547.526,-24.335,38.52,559.571,-24.488,39.85,12.046,32.608,0.639,-0.018,0.0,0
77,3.85,546.991,-24.337,38.56,559.016,-24.499,39.98,12.027,30.618,0.35,-0.011,0.0,0
78,3.9,546.456,-24.339,38.52,558.462,-24.507,39.88,12.007,31.741,0.0,-0.046,1.0,0
79,3.95,545.92,-24.341,38.56,557.91,-24.512,39.59,11.991,41.763,0.35,-0.029,0.0,0
80,4.0,545.385,-24.343,38.52,557.363,-24.517,39.35,11.979,51.943,0.538,-0.01,0.0,0
81,4.05,544.85,-24.345,38.56,556.817,-24.518,39.26,11.968,61.657,0.752,-0.032,0.0,0
82,4.1,544.315,-24.346,38.52,556.271,-24.519,39.33,11.958,53.101,0.545,0.0,0.0,0
83,4.15,543.779,-24.348,38.56,555.724,-24.521,39.44,11.946,49.293,0.503,0.017,0.0,0
84,4.2,543.244,-24.35,38.52,555.175,-24.524,39.54,11.933,42.06,0.502,0.018,0.0,0
85,4.25,542.709,-24.351,38.56,554.625,-24.527,39.64,11.918,39.878,0.452,-0.003,0.0,0
86,4.3,542.174,-24.353,38.52,554.074,-24.529,39.68,11.902,36.918,0.349,0.0,0.0,0
87,4.35,541.638,-24.354,38.56,553.523,-24.53,39.67,11.886,38.7,0.42,-0.02,0.0,0
88,4.4,541.103,-24.356,38.52,552.972,-24.529,39.67,11.871,37.41,0.5,-0.02,0.0,0
89,4.45,540.568,-24.357,38.56,552.422,-24.525,39.66,11.855,39.001,0.349,-0.036,0.0,0
90,4.5,540.033,-24.358,38.52,551.871,-24.52,39.6,11.84,39.684,0.349,-0.009,0.0,0
91,4.55,539.497,-24.36,38.56,551.322,-24.514,39.5,11.826,45.394,0.348,-0.005,0.0,0
92,4.6,538.962,-24.361,38.52,550.774,-24.509,39.41,11.813,47.927,0.631,0.007,0.0,0
93,4.65,538.427,-24.362,38.56,550.227,-24.506,39.38,11.801,51.685,0.41,0.038,0.0,0
94,4.7,537.892,-24.363,38.52,549.68,-24.505,39.39,11.789,48.649,0.705,0.013,0.0,0
95,4.75,537.356,-24.365,38.56,549.132,-24.505,39.54,11.777,43.426,0.712,0.015,0.0,0
96,4.8,536.821,-24.366,38.52,548.581,-24.506,39.78,11.761,33.777,0.544,0.016,0.0,0
97,4.85,536.286,-24.367,38.56,548.027,-24.51,39.95,11.742,30.476,0.392,0.043,0.0,0
98,4.9,535.75,-24.368,38.52,547.471,-24.518,40.03,11.722,27.953,0.35,0.033,0.0,0
99,4.95,535.215,-24.369,38.56,546.915,-24.529,40.02,11.701,28.917,0.351,0.032,0.0,0
100,5.0,534.68,-24.371,38.52,546.36,-24.543,39.96,11.681,29.184,0.351,0.019,0.0,0
101,5.05,534.145,-24.372,38.56,545.806,-24.555,39.85,11.663,32.516,0.35,-0.023,0.0,0
102,5.1,533.609,-24.373,38.52,545.254,-24.566,39.73,11.646,34.709,0.35,-0.005,0.0,0
103,5.15,533.074,-24.374,38.56,544.703,-24.576,39.58,11.631,41.022,0.349,-0.028,0.0,0
104,5.2,532.539,-24.376,38.52,544.155,-24.585,39.46,11.618,44.484,0.83,-0.009,0.0,0
105,5.25,532.004,-24.377,38.56,543.607,-24.592,39.43,11.605,48.395,0.348,-0.023,0.0,0
106,5.3,531.468,-24.378,38.52,543.06,-24.597,39.38,11.593,48.653,0.628,-0.03,0.0,0
107,5.35,530.933,-24.379,38.56,542.512,-24.602,39.48,11.581,45.475,0.819,0.009,0.0,0
108,5.4,530.398,-24.38,38.52,541.962,-24.606,39.74,11.566,34.152,0.664,-0.028,0.0,0
109,5.45,529.863,-24.381,38.56,541.407,-24.607,40.01,11.547,28.653,0.349,-0.009,0.0,0
110,5.5,529.327,-24.383,38.52,540.85,-24.608,40.14,11.525,25.636,0.351,-0.008,0.0,0
111,5.55,528.792,-24.384,38.56,540.293,-24.609,40.17,11.503,25.819,0.351,0.004,0.0,0
112,5.6,528.257,-24.385,38.52,539.736,-24.609,40.01,11.481,27.687,0.0,-0.005,1.0,0
113,5.65,527.722,-24.386,38.56,539.184,-24.607,39.51,11.464,43.699,0.0,-0.032,1.0,0
114,5.7,527.186,-24.388,38.52,538.642,-24.603,38.71,11.457,215.891,0.0,-0.02,1.0,0
115,5.75,526.651,-24.389,38.56,538.112,-24.596,37.69,11.463,-1,0.0,-0.033,1.0,0
116,5.8,526.116,-24.39,38.52,537.598,-24.586,36.58,11.484,-1,0.0,-0.03,1.0,0
117,5.85,525.581,-24.391,38.56,537.1,-24.575,35.43,11.521,-1,0.0,-0.025,1.0,0
118,5.9,525.045,-24.393,38.52,536.618,-24.563,34.26,11.574,-1,0.0,-0.014,1.0,0
119,5.95,524.51,-24.394,38.56,536.152,-24.548,33.09,11.643,-1,0.0,-0.031,1.0,0
120,6.0,523.975,-24.395,38.52,535.703,-24.532,31.92,11.728,-1,0.0,-0.04,1.0,0
121,6.05,523.44,-24.396,38.56,535.269,-24.516,30.77,11.83,-1,0.0,0.008,1.0,0
122,6.1,522.904,-24.397,38.52,534.852,-24.501,29.64,11.948,-1,0.0,0.004,1.0,0
123,6.15,522.369,-24.398,38.56,534.449,-24.488,28.62,12.08,-1,1.0,0.024,0.0,0
124,6.2,521.834,-24.4,38.52,534.058,-24.476,27.94,12.224,-1,1.0,0.012,0.0,0
125,6.25,521.299,-24.401,38.56,533.673,-24.465,27.61,12.374,-1,1.0,0.012,0.0,0
126,6.3,520.763,-24.402,38.52,533.29,-24.454,27.6,12.527,-1,1.0,0.012,0.0,0
127,6.35,520.228,-24.403,38.56,532.904,-24.446,27.91,12.676,-1,1.0,0.039,0.0,0
128,6.4,519.693,-24.404,38.52,532.512,-24.439,28.52,12.819,-1,1.0,0.022,0.0,0
129,6.45,519.158,-24.405,38.56,532.109,-24.434,29.36,12.951,-1,1.0,0.038,0.0,0
130,6.5,518.622,-24.407,38.52,531.693,-24.43,30.36,13.07,-1,0.93,0.024,0.0,0
131,6.55,518.087,-24.408,38.56,531.262,-24.427,31.46,13.175,-1,1.0,0.015,0.0,0
132,6.6,517.552,-24.409,38.52,530.815,-24.424,32.52,13.264,-1,0.0,0.014,1.0,0
133,6.65,517.017,-24.41,38.56,530.359,-24.42,32.99,13.343,-1,0.0,-0.023,1.0,0
134,6.7,516.481,-24.411,38.52,529.901,-24.414,32.91,13.42,-1,0.0,-0.017,1.0,0
135,6.75,515.946,-24.412,38.56,529.448,-24.406,32.45,13.502,-1,0.0,-0.028,1.0,0
136,6.8,515.411,-24.414,38.52,529.003,-24.398,31.78,13.592,-1,0.0,-0.005,1.0,0
137,6.85,514.876,-24.415,38.56,528.568,-24.389,30.97,13.693,-1,0.0,-0.01,1.0,0
138,6.9,514.34,-24.416,38.52,528.145,-24.381,30.15,13.805,-1,0.294,0.005,0.0,0
139,6.95,513.805,-24.417,38.56,527.732,-24.374,29.59,13.927,-1,0.95,0.003,0.0,0
140,7.0,513.27,-24.418,38.52,527.323,-24.368,29.36,14.053,-1,1.0,0.017,0.0,0
141,7.05,512.734,-24.42,38.56,526.915,-24.363,29.42,14.181,-1,0.967,0.024,0.0,0
142,7.1,512.199,-24.421,38.52,526.504,-24.36,29.8,14.304,-1,1.0,0.029,0.0,0
143,7.15,511.664,-24.422,38.56,526.085,-24.359,30.4,14.421,-1,0.705,0.032,0.0,0
144,7.2,511.129,-24.423,38.52,525.658,-24.359,30.98,14.529,-1,0.58,0.017,0.0,0
145,7.25,510.594,-24.424,38.56,525.223,-24.359,31.44,14.63,-1,0.294,0.002,0.0,0
146,7.3,510.058,-24.425,38.52,524.785,-24.359,31.59,14.726,-1,0.0,0.006,1.0,0
147,7.35,509.523,-24.427,38.56,524.348,-24.359,31.35,14.825,-1,0.0,-0.006,1.0,0
148,7.4,508.988,-24.428,38.52,523.916,-24.358,30.82,14.929,-1,0.0,-0.006,1.0,0
149,7.45,508.452,-24.429,38.56,523.494,-24.357,30.18,15.042,-1,0.579,0.003,0.0,0
150,7.5,507.917,-24.43,38.52,523.079,-24.355,29.74,15.162,-1,0.288,-0.023,0.0,0
151,7.55,507.382,-24.431,38.56,522.668,-24.353,29.42,15.287,-1,0.285,-0.005,0.0,0
152,7.6,506.847,-24.433,38.52,522.262,-24.351,29.17,15.416,-1,0.863,-0.001,0.0,0
153,7.65,506.311,-24.434,38.56,521.858,-24.349,29.07,15.547,-1,1.0,0.012,0.0,0
154,7.7,505.776,-24.435,38.52,521.453,-24.349,29.26,15.677,-1,1.0,0.009,0.0,0
155,7.75,505.241,-24.436,38.56,521.043,-24.35,29.71,15.802,-1,0.847,0.031,0.0,0
156,7.8,504.706,-24.437,38.52,520.625,-24.354,30.36,15.92,-1,1.0,0.027,0.0,0
157,7.85,504.17,-24.439,38.56,520.197,-24.359,31.15,16.027,-1,0.29,0.03,0.0,0
158,7.9,503.635,-24.44,38.52,519.759,-24.365,31.66,16.124,-1,0.0,0.014,1.0,0
159,7.95,503.1,-24.441,38.56,519.319,-24.372,31.65,16.219,-1,0.0,0.013,1.0,0
160,8.0,502.565,-24.442,38.52,518.883,-24.38,31.26,16.318,-1,0.0,0.012,1.0,0
161,8.05,502.029,-24.443,38.56,518.454,-24.387,30.61,16.425,-1,0.0,0.001,1.0,0
162,8.1,501.494,-24.444,38.52,518.035,-24.395,29.91,16.541,-1,0.292,0.01,0.0,0
163,8.15,500.959,-24.446,38.56,517.624,-24.402,29.4,16.665,-1,0.287,-0.001,0.0,0
164,8.2,500.424,-24.447,38.52,517.219,-24.409,29.09,16.795,-1,0.953,-0.015,0.0,0
165,8.25,499.888,-24.448,38.56,516.816,-24.415,28.95,16.928,-1,1.0,-0.001,0.0,0
166,8.3,499.353,-24.449,38.52,516.413,-24.422,29.1,17.06,-1,1.0,-0.006,0.0,0
167,8.35,498.818,-24.45,38.56,516.005,-24.427,29.56,17.187,-1,1.0,-0.011,0.0,0
168,8.4,498.283,-24.452,38.52,515.589,-24.432,30.22,17.307,-1,0.536,-0.019,0.0,0
169,8.45,497.747,-24.453,38.56,515.165,-24.435,30.74,17.418,-1,0.289,-0.016,0.0,0
170,8.5,497.212,-24.454,38.52,514.735,-24.44,31.03,17.523,-1,0.292,0.013,0.0,0
171,8.55,496.677,-24.455,38.56,514.304,-24.444,31.08,17.627,-1,0.0,-0.006,1.0,0
172,8.6,496.142,-24.456,38.52,513.874,-24.449,30.78,17.733,-1,0.0,0.009,1.0,0
173,8.65,495.606,-24.457,38.56,513.452,-24.455,30.2,17.845,-1,0.0,0.026,1.0,0
174,8.7,495.071,-24.459,38.52,513.038,-24.463,29.54,17.967,-1,0.289,0.013,0.0,0
175,8.75,494.536,-24.46,38.56,512.632,-24.471,29.1,18.096,-1,0.612,0.028,0.0,0
176,8.8,494.001,-24.461,38.52,512.229,-24.482,28.93,18.229,-1,1.0,0.03,0.0,0
177,8.85,493.465,-24.462,38.56,511.827,-24.493,29.05,18.362,-1,1.0,0.009,0.0,0
178,8.9,492.93,-24.463,38.52,511.421,-24.504,29.48,18.49,-1,1.0,0.001,0.0,0
179,8.95,492.395,-24.465,38.56,511.006,-24.516,30.18,18.611,-1,1.0,0.025,0.0,0
180,9.0,491.86,-24.466,38.52,510.579,-24.53,31.03,18.72,-1,0.643,-0.001,0.0,0
181,9.05,491.324,-24.467,38.56,510.143,-24.543,31.63,18.819,-1,0.0,0.009,1.0,0
182,9.1,490.789,-24.468,38.52,509.703,-24.557,31.72,18.914,-1,0.0,-0.003,1.0,0
183,9.15,490.254,-24.469,38.56,509.265,-24.569,31.39,19.011,-1,0.0,-0.022,1.0,0
184,9.2,489.719,-24.47,38.52,508.834,-24.579,30.78,19.115,-1,0.0,-0.035,1.0,0
185,9.25,489.183,-24.472,38.56,508.412,-24.586,30.11,19.229,-1,1.0,-0.026,0.0,0
186,9.3,488.648,-24.473,38.52,507.998,-24.591,29.64,19.351,-1,1.0,-0.048,0.0,0
187,9.35,488.113,-24.474,38.56,507.588,-24.594,29.49,19.476,-1,1.0,-0.025,0.0,0
188,9.4,487.578,-24.475,38.52,507.178,-24.594,29.61,19.601,-1,1.0,-0.049,0.0,0
189,9.45,487.042,-24.476,38.56,506.763,-24.593,30.07,19.721,-1,1.0,-0.027,0.0,0
190,9.5,486.507,-24.478,38.52,506.34,-24.592,30.78,19.833,-1,0.983,0.011,0.0,0
191,9.55,485.972,-24.479,38.56,505.905,-24.592,31.62,19.934,-1,0.376,0.005,0.0,0
192,9.6,485.437,-24.48,38.52,505.461,-24.595,32.13,20.025,-1,0.0,0.027,1.0,0
193,9.65,484.901,-24.481,38.56,505.015,-24.599,32.11,20.114,-1,0.0,0.034,1.0,0
194,9.7,484.366,-24.482,38.52,504.572,-24.605,31.72,20.206,-1,0.0,0.015,1.0,0
195,9.75,483.831,-24.484,38.56,504.136,-24.612,31.06,20.306,-1,0.0,0.031,1.0,0
196,9.8,483.296,-24.485,38.52,503.712,-24.621,30.25,20.417,-1,0.0,0.036,1.0,0
197,9.85,482.76,-24.486,38.56,503.299,-24.631,29.44,20.539,-1,0.739,0.006,0.0,0
198,9.9,482.225,-24.487,38.52,502.895,-24.64,28.9,20.67,-1,1.0,-0.004,0.0,0
199,9.95,481.69,-24.488,38.56,502.496,-24.648,28.66,20.807,-1,1.0,-0.001,0.0,0
200,10.0,481.155,-24.489,38.52,502.098,-24.659,28.73,20.944,-1,1.0,0.035,0.0,0
201,10.05,480.619,-24.491,38.56,501.696,-24.668,29.11,21.077,-1,1.0,-0.038,0.0,0
202,10.1,480.084,-24.492,38.52,501.286,-24.675,29.78,21.203,-1,1.0,-0.031,0.0,0
203,10.15,479.549,-24.493,38.56,500.865,-24.68,30.67,21.317,-1,1.0,-0.016,0.0,0
204,10.2,479.014,-24.494,38.52,500.431,-24.686,31.66,21.418,-1,0.684,-0.012,0.0,0
205,10.25,478.478,-24.495,38.56,499.985,-24.689,32.36,21.507,-1,0.0,-0.03,1.0,0
206,10.3,477.943,-24.497,38.52,499.533,-24.693,32.51,21.591,-1,0.0,0.009,1.0,0
207,10.35,477.408,-24.498,38.56,499.084,-24.7,32.2,21.677,-1,0.0,0.043,1.0,0
208,10.4,476.873,-24.499,38.52,498.642,-24.709,31.61,21.77,-1,0.0,0.016,1.0,0
209,10.45,476.337,-24.5,38.56,498.21,-24.72,30.83,21.873,-1,0.0,0.046,1.0,0
210,10.5,475.802,-24.501,38.52,497.788,-24.734,30.05,21.988,-1,1.0,0.058,0.0,0
211,10.55,475.267,-24.502,38.56,497.376,-24.75,29.51,22.111,-1,0.843,0.028,0.0,0
212,10.6,474.732,-24.504,38.52,496.969,-24.765,29.3,22.239,-1,1.0,0.002,0.0,0
213,10.65,474.196,-24.505,38.56,496.562,-24.78,29.39,22.367,-1,1.0,-0.003,0.0,0
214,10.7,473.661,-24.506,38.52,496.15,-24.796,29.8,22.491,-1,1.0,0.013,0.0,0
215,10.75,473.126,-24.507,38.56,495.731,-24.812,30.49,22.608,-1,1.0,-0.003,0.0,0
216,10.8,472.591,-24.508,38.52,495.301,-24.827,31.32,22.713,-1,0.616,-0.018,0.0,0
217,10.85,472.055,-24.51,38.56,494.861,-24.839,31.88,22.808,-1,0.0,-0.064,1.0,0
218,10.9,471.52,-24.511,38.52,494.417,-24.849,31.94,22.9,-1,0.0,-0.009,1.0,0
219,10.95,470.985,-24.512,38.56,493.976,-24.859,31.6,22.994,-1,0.0,-0.004,1.0,0
220,11.0,470.45,-24.513,38.52,493.543,-24.87,30.98,23.096,-1,0.0,-0.001,1.0,0
221,11.05,469.914,-24.514,38.56,493.119,-24.88,30.29,23.207,-1,0.294,-0.011,0.0,0
222,11.1,469.379,-24.515,38.52,492.702,-24.887,29.82,23.326,-1,0.543,-0.031,0.0,0
223,11.15,468.844,-24.517,38.56,492.29,-24.893,29.64,23.449,-1,0.777,-0.018,0.0,0
224,11.2,468.309,-24.518,38.52,491.878,-24.9,29.7,23.573,-1,1.0,0.013,0.0,0
225,11.25,467.773,-24.519,38.56,491.463,-24.906,30.09,23.693,-1,1.0,-0.008,0.0,0
226,11.3,467.238,-24.52,38.52,491.04,-24.917,30.73,23.805,-1,1.0,0.069,0.0,0
227,11.35,466.703,-24.521,38.56,490.606,-24.932,31.55,23.907,-1,0.644,0.044,0.0,0
228,11.4,466.167,-24.523,38.52,490.163,-24.95,32.13,23.999,-1,0.0,0.039,1.0,0
229,11.45,465.632,-24.524,38.56,489.716,-24.968,32.2,24.088,-1,0.0,0.009,1.0,0
230,11.5,465.097,-24.525,38.52,489.272,-24.985,31.86,24.179,-1,0.0,-0.018,1.0,0
231,11.55,464.562,-24.526,38.56,488.834,-25.0,31.24,24.277,-1,0.0,-0.007,1.0,0
232,11.6,464.026,-24.527,38.52,488.407,-25.015,30.46,24.386,-1,0.0,-0.008,1.0,0
233,11.65,463.491,-24.529,38.56,487.991,-25.026,29.65,24.505,-1,0.701,-0.061,0.0,0
234,11.7,462.956,-24.53,38.52,487.585,-25.032,29.09,24.634,-1,1.0,-0.082,0.0,0
235,11.75,462.421,-24.531,38.56,487.183,-25.033,28.86,24.767,-1,1.0,-0.079,0.0,0
236,11.8,461.885,-24.532,38.52,486.782,-25.03,28.94,24.901,-1,1.0,-0.058,0.0,0
237,11.85,461.35,-24.533,38.56,486.377,-25.026,29.35,25.032,-1,1.0,-0.04,0.0,0
238,11.9,460.815,-24.534,38.52,485.964,-25.02,30.03,25.154,-1,1.0,-0.034,0.0,0
239,11.95,460.28,-24.535,38.56,485.54,-25.011,30.86,25.265,-1,0.287,-0.029,0.0,0
240,12.0,459.744,-24.536,38.52,485.106,-25.002,31.47,25.366,-1,0.293,-0.022,0.0,0
241,12.05,459.209,-24.538,38.56,484.666,-24.991,31.7,25.461,-1,0.0,-0.024,1.0,0
242,12.1,458.674,-24.539,38.52,484.227,-24.981,31.5,25.557,-1,0.0,0.015,1.0,0
243,12.15,458.139,-24.54,38.56,483.794,-24.971,31.0,25.659,-1,0.0,-0.002,1.0,0
244,12.2,457.603,-24.541,38.52,483.37,-24.963,30.26,25.77,-1,0.0,0.019,1.0,0
245,12.25,457.068,-24.542,38.56,482.956,-24.956,29.5,25.891,-1,0.316,0.021,0.0,0
246,12.3,456.533,-24.543,38.52,482.551,-24.95,28.98,26.021,-1,1.0,0.015,0.0,0
247,12.35,455.998,-24.544,38.56,482.151,-24.944,28.77,26.156,-1,1.0,0.008,0.0,0
248,12.4,455.462,-24.545,38.52,481.751,-24.938,28.86,26.292,-1,1.0,-0.019,0.0,0
249,12.45,454.927,-24.546,38.56,481.347,-24.927,29.25,26.423,-1,1.0,-0.056,0.0,0
250,12.5,454.392,-24.547,38.52,480.936,-24.913,29.94,26.546,-1,1.0,-0.039,0.0,0
251,12.55,453.857,-24.548,38.56,480.513,-24.9,30.77,26.659,-1,0.628,0.027,0.0,0
252,12.6,453.321,-24.549,38.52,480.08,-24.89,31.42,26.761,-1,0.293,0.013,0.0,0
253,12.65,452.786,-24.55,38.56,479.641,-24.879,31.69,26.857,-1,0.0,-0.002,1.0,0
254,12.7,452.251,-24.551,38.52,479.202,-24.867,31.52,26.953,-1,0.0,-0.019,1.0,0
255,12.75,451.716,-24.552,38.56,478.768,-24.854,31.03,27.054,-1,0.0,-0.014,1.0,0
256,12.8,451.18,-24.553,38.52,478.343,-24.843,30.3,27.165,-1,0.0,0.031,1.0,0
